opportunity_id,outlet_id,outlet_name,territory_id,rep_id,outlet_type,tier,opportunity_type,score,priority,evidence,recommended_action,status
OPP-001356,2401,Kakar Retail,6,14,General Trade,B,INACTIVE_OUTLET,85,HIGH,"[""No order for 48 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b96,891""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001357,2403,Loyal Retail,1,3,Pharmacy,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b912,829"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001358,2403,Loyal Retail,1,3,Pharmacy,B,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 42 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b912,829""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001359,2406,Nazareth General Store,9,73,General Trade,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b94,190"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001360,2406,Nazareth General Store,9,73,General Trade,C,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 44 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b94,190""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001361,2414,Babu Retail,7,13,Convenience,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b92,625"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001362,2415,Dash Mart,12,46,Supermarket,C,REVENUE_RECOVERY,35,LOW,"[""Revenue declined 24.9% vs previous 30d"", ""Revenue gap of \u20b9551""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001363,2417,Sastry Traders,3,2,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b96,916"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001364,2418,Shan Mart,4,62,Pharmacy,A,REVENUE_RECOVERY,78,HIGH,"[""Revenue declined 41.8% vs previous 30d"", ""Revenue gap of \u20b95,662"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001365,2419,Acharya Supermarket,12,92,Supermarket,C,REVENUE_RECOVERY,50,LOW,"[""Revenue declined 58.8% vs previous 30d"", ""Revenue gap of \u20b91,813""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001366,2421,Jain Mart,10,43,Supermarket,A,REVENUE_RECOVERY,88,HIGH,"[""Revenue declined 34.9% vs previous 30d"", ""Revenue gap of \u20b99,544"", ""Order frequency declined 25.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001367,2424,Dutt General Store,2,40,General Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b95,447"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001368,2424,Dutt General Store,2,40,General Trade,C,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 36 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b95,447""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001369,2426,Chander Mart,6,72,General Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b96,087"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001370,2426,Chander Mart,6,72,General Trade,B,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 32 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b96,087""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001371,2427,Patel Mart,12,50,Convenience,B,REVENUE_RECOVERY,62,MEDIUM,"[""Revenue declined 25.1% vs previous 30d"", ""Revenue gap of \u20b92,858"", ""Order frequency declined 33.3%"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001372,2428,Krishna Supermarket,10,43,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 89.9% vs previous 30d"", ""Revenue gap of \u20b97,408"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001373,2430,Prabhu Mart,10,6,Pharmacy,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,238"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001374,2430,Prabhu Mart,10,6,Pharmacy,C,INACTIVE_OUTLET,75,HIGH,"[""No order for 48 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b91,238""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001375,2431,Gandhi Retail,3,89,Convenience,B,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 64.5% vs previous 30d"", ""Revenue gap of \u20b93,012"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001376,2433,Randhawa Mart,6,29,Pharmacy,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 68.4% vs previous 30d"", ""Revenue gap of \u20b918,624"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001377,2436,Sanghvi Supermarket,8,69,General Trade,B,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 64.6% vs previous 30d"", ""Revenue gap of \u20b94,605"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001378,2438,Chandran Retail,3,67,Modern Trade,C,REVENUE_RECOVERY,63,MEDIUM,"[""Revenue declined 48.3% vs previous 30d"", ""Revenue gap of \u20b9643"", ""Order frequency declined 50.0%"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001379,2440,Kala Retail,4,62,Supermarket,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,864"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001380,2440,Kala Retail,4,62,Supermarket,C,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 33 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b91,864""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001381,2444,Kara Supermarket,7,28,General Trade,C,REVENUE_RECOVERY,82,HIGH,"[""Revenue declined 69.0% vs previous 30d"", ""Revenue gap of \u20b94,976"", ""Order frequency declined 66.7%"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001382,2446,Saxena Retail,6,5,Modern Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b96,696"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001383,2446,Saxena Retail,6,5,Modern Trade,C,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 40 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b96,696""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001384,2452,Deo Traders,4,96,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b97,251"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001385,2458,Chaudry General Store,10,100,Pharmacy,B,REVENUE_RECOVERY,85,HIGH,"[""Revenue declined 53.9% vs previous 30d"", ""Revenue gap of \u20b95,731"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001386,2460,Munshi Traders,3,83,Modern Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b99,297"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001387,2460,Munshi Traders,3,83,Modern Trade,B,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 41 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b99,297""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001388,2464,Raja Supermarket,3,88,Pharmacy,A,REVENUE_RECOVERY,70,MEDIUM,"[""Revenue declined 27.1% vs previous 30d"", ""Revenue gap of \u20b99,126"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001389,2468,Wali Retail,3,89,Convenience,A,REVENUE_RECOVERY,72,MEDIUM,"[""Revenue declined 23.8% vs previous 30d"", ""Revenue gap of \u20b94,463"", ""Order frequency declined 33.3%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001390,2469,Anand Traders,4,48,Convenience,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,792"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001391,2475,Sabharwal Retail,4,48,Pharmacy,B,REVENUE_RECOVERY,35,LOW,"[""Revenue declined 19.1% vs previous 30d"", ""Revenue gap of \u20b91,241""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001392,2476,Savant Retail,3,2,Modern Trade,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b94,435"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001393,2476,Savant Retail,3,2,Modern Trade,C,INACTIVE_OUTLET,75,HIGH,"[""No order for 52 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b94,435""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001394,2478,Chadha Mart,7,84,Modern Trade,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 90.0% vs previous 30d"", ""Revenue gap of \u20b91,876"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001395,2480,Dey General Store,1,99,General Trade,B,REVENUE_RECOVERY,65,MEDIUM,"[""Revenue declined 28.1% vs previous 30d"", ""Revenue gap of \u20b91,846"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001396,2482,Rajagopalan Supermarket,4,58,Supermarket,C,REVENUE_RECOVERY,62,MEDIUM,"[""Revenue declined 58.8% vs previous 30d"", ""Revenue gap of \u20b92,558""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001397,2483,Panchal Supermarket,12,36,Pharmacy,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b99,546"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001398,2483,Panchal Supermarket,12,36,Pharmacy,B,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 35 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b99,546""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001399,2484,Sanghvi Traders,12,87,Modern Trade,A,REVENUE_RECOVERY,77,HIGH,"[""Revenue declined 69.4% vs previous 30d"", ""Revenue gap of \u20b94,754"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001400,2485,Murty Traders,12,87,Supermarket,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b92,184"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001401,2485,Murty Traders,12,87,Supermarket,C,INACTIVE_OUTLET,75,HIGH,"[""No order for 45 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b92,184""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001402,2487,Kota Retail,4,25,General Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 60.2% vs previous 30d"", ""Revenue gap of \u20b936,605"", ""Order frequency declined 54.5%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001403,2488,Malhotra Traders,5,90,Convenience,C,REVENUE_RECOVERY,43,LOW,"[""Revenue declined 32.0% vs previous 30d"", ""Revenue gap of \u20b91,069""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001404,2491,Mane Retail,12,16,Modern Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 89.9% vs previous 30d"", ""Revenue gap of \u20b920,305"", ""Order frequency declined 75.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001405,2493,Mitra Supermarket,4,26,Supermarket,A,REVENUE_RECOVERY,78,HIGH,"[""Revenue declined 48.6% vs previous 30d"", ""Revenue gap of \u20b912,769"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001406,2499,Merchant General Store,12,61,Convenience,A,REVENUE_RECOVERY,47,LOW,"[""Revenue gap of \u20b93,653"", ""Order frequency declined 50.0%"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001407,2501,Khatri Traders,1,49,General Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 50.9% vs previous 30d"", ""Revenue gap of \u20b98,814"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001408,2503,Raju Retail,12,64,Convenience,C,REVENUE_RECOVERY,50,LOW,"[""Revenue declined 19.2% vs previous 30d"", ""Revenue gap of \u20b9858"", ""Order frequency declined 66.7%""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001409,2506,Tata Retail,2,38,Convenience,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b97,226"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001410,2506,Tata Retail,2,38,Convenience,C,INACTIVE_OUTLET,85,HIGH,"[""No order for 50 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b97,226""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001411,2509,Arora General Store,4,32,Convenience,C,REVENUE_RECOVERY,67,MEDIUM,"[""Revenue declined 81.8% vs previous 30d"", ""Revenue gap of \u20b94,398"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001412,2512,Deo General Store,10,100,Convenience,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 95.9% vs previous 30d"", ""Revenue gap of \u20b938,346"", ""Order frequency declined 85.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001413,2514,Salvi Supermarket,10,6,General Trade,B,REVENUE_RECOVERY,70,MEDIUM,"[""Revenue declined 41.1% vs previous 30d"", ""Revenue gap of \u20b94,817"", ""Order frequency declined 33.3%"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001414,2515,Pau Retail,2,9,General Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 63.9% vs previous 30d"", ""Revenue gap of \u20b912,397"", ""Order frequency declined 75.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001415,2516,Gera General Store,7,44,Convenience,B,REVENUE_RECOVERY,75,HIGH,"[""Revenue declined 44.6% vs previous 30d"", ""Revenue gap of \u20b92,309"", ""Order frequency declined 50.0%"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001416,2518,Bora General Store,4,62,Supermarket,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,257"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001417,2518,Bora General Store,4,62,Supermarket,C,INACTIVE_OUTLET,75,HIGH,"[""No order for 50 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b93,257""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001418,2519,Badal Traders,3,2,General Trade,C,REVENUE_RECOVERY,63,MEDIUM,"[""Revenue declined 42.8% vs previous 30d"", ""Revenue gap of \u20b9962"", ""Order frequency declined 66.7%"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001419,2520,Bir Supermarket,2,40,Modern Trade,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,467"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001420,2520,Bir Supermarket,2,40,Modern Trade,C,INACTIVE_OUTLET,75,HIGH,"[""No order for 46 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b93,467""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001421,2521,Atwal Traders,1,52,Pharmacy,B,REVENUE_RECOVERY,50,LOW,"[""Revenue declined 20.4% vs previous 30d"", ""Revenue gap of \u20b9979"", ""Order frequency declined 33.3%"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001422,2528,Mangat Retail,10,63,Convenience,B,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b94,752"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001423,2528,Mangat Retail,10,63,Convenience,B,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 31 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b94,752""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001424,2531,Sampath General Store,4,58,Pharmacy,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,175"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001425,2531,Sampath General Store,4,58,Pharmacy,C,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 40 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b91,175""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001426,2534,Yadav Traders,8,55,Pharmacy,A,REVENUE_RECOVERY,88,HIGH,"[""Revenue declined 46.6% vs previous 30d"", ""Revenue gap of \u20b918,854"", ""Order frequency declined 42.9%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001427,2535,Yogi Traders,7,84,Modern Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 73.3% vs previous 30d"", ""Revenue gap of \u20b914,228"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001428,2536,Dua Mart,8,76,Supermarket,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,498"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001429,2536,Dua Mart,8,76,Supermarket,C,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 35 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b93,498""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001430,2539,Mukherjee Traders,5,51,Pharmacy,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b94,974"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001431,2539,Mukherjee Traders,5,51,Pharmacy,C,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 31 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b94,974""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001432,2540,Brar Retail,2,38,General Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 87.8% vs previous 30d"", ""Revenue gap of \u20b913,063"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001433,2541,Vaidya Supermarket,5,51,Modern Trade,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b9895"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001434,2541,Vaidya Supermarket,5,51,Modern Trade,C,INACTIVE_OUTLET,50,LOW,"[""No order for 43 days"", ""Zero revenue in current 30d""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001435,2542,Jani Mart,12,36,Convenience,B,REVENUE_RECOVERY,70,MEDIUM,"[""Revenue declined 42.5% vs previous 30d"", ""Revenue gap of \u20b93,266"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001436,2546,Raman General Store,6,98,Modern Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 81.6% vs previous 30d"", ""Revenue gap of \u20b913,536"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001437,2549,Sarkar Supermarket,3,2,Pharmacy,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 71.8% vs previous 30d"", ""Revenue gap of \u20b98,656"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001438,2552,Konda Retail,7,68,Convenience,B,REVENUE_RECOVERY,35,LOW,"[""Revenue declined 19.4% vs previous 30d"", ""Revenue gap of \u20b9752""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001439,2556,Setty Mart,7,24,Modern Trade,C,REVENUE_RECOVERY,65,MEDIUM,"[""Revenue declined 100.0% vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001440,2556,Setty Mart,7,24,Modern Trade,C,INACTIVE_OUTLET,50,LOW,"[""No order for 39 days"", ""Zero revenue in current 30d""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
