opportunity_id,outlet_id,outlet_name,territory_id,rep_id,outlet_type,tier,opportunity_type,score,severity,evidence,recommended_action,status
OPP-001505,2603,Patla Traders,4,54,Supermarket,B,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 46.1% vs previous 30d"", ""Revenue gap of \u20b92,663 vs previous 30d"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001506,2606,Gola Traders,12,64,Modern Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 91.9% vs previous 30d"", ""Revenue gap of \u20b91,670 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001507,2608,Saini Mart,9,93,General Trade,B,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 17.5% vs previous 30d"", ""Revenue gap of \u20b91,017 vs previous 30d"", ""Order frequency declined 33.3%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001508,2611,Kothari Supermarket,9,73,Pharmacy,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b97,659 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001509,2611,Kothari Supermarket,9,73,Pharmacy,A,INACTIVE_OUTLET,80,HIGH,"[""No order for 50 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b97,659""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001510,2612,Saha Retail,7,79,Convenience,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 89.0% vs previous 30d"", ""Revenue gap of \u20b91,641 vs previous 30d"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001511,2613,Nagarajan Supermarket,12,66,General Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 84.7% vs previous 30d"", ""Revenue gap of \u20b949,065 vs previous 30d"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001512,2615,Brahmbhatt Mart,4,96,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b99,528 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001513,2616,Pradhan Mart,5,42,Supermarket,B,REVENUE_RECOVERY,60,MEDIUM,"[""Revenue declined 47.9% vs previous 30d"", ""Revenue gap of \u20b95,252 vs previous 30d""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001514,2617,Dar Supermarket,5,71,Modern Trade,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 97.5% vs previous 30d"", ""Revenue gap of \u20b91,519 vs previous 30d"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001515,2618,Thakkar General Store,4,22,General Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b95,774 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001516,2620,Gola Mart,6,65,Modern Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,702 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001517,2620,Gola Mart,6,65,Modern Trade,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 35 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001518,2621,Kapoor Supermarket,6,65,Pharmacy,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,353 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001519,2621,Kapoor Supermarket,6,65,Pharmacy,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 52 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001520,2622,Varty General Store,11,56,General Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 70.8% vs previous 30d"", ""Revenue gap of \u20b96,064 vs previous 30d"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001521,2623,Batra Mart,6,65,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 62.4% vs previous 30d"", ""Revenue gap of \u20b99,956 vs previous 30d"", ""Order frequency declined 75.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001522,2624,Rattan Mart,10,94,Pharmacy,B,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 23.0% vs previous 30d"", ""Revenue gap of \u20b91,655 vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001523,2626,Shroff Retail,7,13,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b912,243 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001524,2626,Shroff Retail,7,13,Convenience,B,INACTIVE_OUTLET,80,HIGH,"[""No order for 32 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b912,243""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001525,2628,Mukhopadhyay General Store,12,78,Pharmacy,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 64.2% vs previous 30d"", ""Revenue gap of \u20b92,214 vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001526,2629,Narang Supermarket,8,76,Modern Trade,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 43.6% vs previous 30d"", ""Revenue gap of \u20b91,684 vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001527,2630,Chadha General Store,12,64,Modern Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b96,546 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001528,2630,Chadha General Store,12,64,Modern Trade,C,INACTIVE_OUTLET,80,HIGH,"[""No order for 47 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b96,546""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001529,2632,Anand Supermarket,4,58,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b914,392 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001530,2632,Anand Supermarket,4,58,Convenience,B,INACTIVE_OUTLET,80,HIGH,"[""No order for 36 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b914,392""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001531,2635,Manne Traders,8,76,Convenience,A,REVENUE_RECOVERY,70,MEDIUM,"[""Revenue declined 24.9% vs previous 30d"", ""Revenue gap of \u20b96,741 vs previous 30d"", ""Order frequency declined""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001532,2636,Modi Traders,4,1,Supermarket,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 70.0% vs previous 30d"", ""Revenue gap of \u20b91,157 vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001533,2639,Pillay Supermarket,3,67,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 49.9% vs previous 30d"", ""Revenue gap of \u20b95,171 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001534,2640,Tak Retail,2,38,Supermarket,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b99,583 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001535,2641,Hayre General Store,9,85,Supermarket,C,REVENUE_RECOVERY,60,MEDIUM,"[""Revenue declined 49.5% vs previous 30d"", ""Revenue gap of \u20b95,075 vs previous 30d""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001536,2644,Ahuja Supermarket,6,14,Convenience,A,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 16.6% vs previous 30d"", ""Revenue gap of \u20b97,922 vs previous 30d"", ""Order frequency declined 25.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001537,2649,Andra Retail,12,50,Convenience,A,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 78.0% vs previous 30d"", ""Revenue gap of \u20b917,991 vs previous 30d"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001538,2654,Chawla Retail,6,72,Modern Trade,C,REVENUE_RECOVERY,40,MEDIUM,"[""Revenue declined 14.0% vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001539,2660,Bhasin Retail,12,18,Modern Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b912,656 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001540,2660,Bhasin Retail,12,18,Modern Trade,B,INACTIVE_OUTLET,80,HIGH,"[""No order for 48 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b912,656""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001541,2661,Dhar Traders,4,8,Modern Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,214 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001542,2661,Dhar Traders,4,8,Modern Trade,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 42 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001543,2662,Mammen Mart,12,92,Pharmacy,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 89.5% vs previous 30d"", ""Revenue gap of \u20b921,182 vs previous 30d"", ""Order frequency declined 83.3%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001544,2664,Bassi Supermarket,5,71,Supermarket,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b912,446 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001545,2664,Bassi Supermarket,5,71,Supermarket,A,INACTIVE_OUTLET,80,HIGH,"[""No order for 45 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b912,446""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001546,2665,Kata General Store,12,92,Convenience,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 87.1% vs previous 30d"", ""Revenue gap of \u20b926,389 vs previous 30d"", ""Order frequency declined 80.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001547,2666,Venkatesh General Store,4,58,Convenience,A,REVENUE_RECOVERY,55,MEDIUM,"[""Revenue declined 6.8% vs previous 30d"", ""Revenue gap of \u20b92,043 vs previous 30d"", ""Order frequency declined""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001548,2669,Shanker Supermarket,12,15,Supermarket,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 73.9% vs previous 30d"", ""Revenue gap of \u20b99,708 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001549,2672,Tiwari Supermarket,3,89,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 63.1% vs previous 30d"", ""Revenue gap of \u20b96,279 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001550,2676,Bhatia Supermarket,10,94,General Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 68.6% vs previous 30d"", ""Revenue gap of \u20b91,027 vs previous 30d"", ""Order frequency declined 75.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001551,2678,De Traders,9,95,Modern Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b911,641 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001552,2678,De Traders,9,95,Modern Trade,B,INACTIVE_OUTLET,80,HIGH,"[""No order for 46 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b911,641""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001553,2680,Manne Retail,4,81,General Trade,B,REVENUE_RECOVERY,60,MEDIUM,"[""Revenue declined 24.7% vs previous 30d"", ""Revenue gap of \u20b92,405 vs previous 30d""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001554,2684,Narain Supermarket,10,100,Pharmacy,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 74.6% vs previous 30d"", ""Revenue gap of \u20b97,972 vs previous 30d"", ""Order frequency declined 40.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001555,2690,Jain Traders,6,98,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,353 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001556,2690,Jain Traders,6,98,Convenience,B,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 43 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001557,2693,Dugal General Store,6,74,Convenience,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b94,191 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001558,2693,Dugal General Store,6,74,Convenience,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 38 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001559,2697,Shukla Traders,1,99,General Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 35.4% vs previous 30d"", ""Revenue gap of \u20b96,630 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001560,2698,Murthy Mart,5,31,Convenience,A,REVENUE_RECOVERY,55,MEDIUM,"[""Revenue declined 6.6% vs previous 30d"", ""Revenue gap of \u20b92,249 vs previous 30d"", ""Order frequency declined""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001561,2699,Ray Retail,2,40,Supermarket,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 96.3% vs previous 30d"", ""Revenue gap of \u20b95,589 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001562,2700,Dara Retail,6,74,Convenience,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,926 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001563,2700,Dara Retail,6,74,Convenience,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 56 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001564,2705,Morar Retail,5,42,Pharmacy,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 46.3% vs previous 30d"", ""Revenue gap of \u20b913,185 vs previous 30d"", ""Order frequency declined 40.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001565,2706,Sheth Traders,12,50,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 74.7% vs previous 30d"", ""Revenue gap of \u20b97,612 vs previous 30d"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001566,2713,Kale Traders,3,2,Modern Trade,A,REVENUE_RECOVERY,45,MEDIUM,"[""Revenue declined 13.5% vs previous 30d"", ""Revenue gap of \u20b91,832 vs previous 30d""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001567,2714,Narang Retail,6,14,Pharmacy,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b98,070 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001568,2714,Narang Retail,6,14,Pharmacy,C,INACTIVE_OUTLET,80,HIGH,"[""No order for 43 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b98,070""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001569,2717,Kothari Supermarket,6,98,Pharmacy,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 51.7% vs previous 30d"", ""Revenue gap of \u20b94,856 vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001570,2718,Parekh Retail,12,15,Convenience,C,REVENUE_RECOVERY,55,MEDIUM,"[""Revenue declined 14.0% vs previous 30d"", ""Revenue gap of \u20b9749 vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001571,2719,Randhawa Mart,12,16,General Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 81.6% vs previous 30d"", ""Revenue gap of \u20b921,911 vs previous 30d"", ""Order frequency declined 75.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001572,2722,Mistry Traders,12,64,Supermarket,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b97,424 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001573,2722,Mistry Traders,12,64,Supermarket,B,INACTIVE_OUTLET,80,HIGH,"[""No order for 41 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b97,424""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001574,2723,Lad Traders,7,28,Pharmacy,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 97.9% vs previous 30d"", ""Revenue gap of \u20b910,975 vs previous 30d"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001575,2724,Ghosh Supermarket,12,92,General Trade,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 61.9% vs previous 30d"", ""Revenue gap of \u20b93,627 vs previous 30d"", ""Order frequency declined 66.7%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001576,2725,Balasubramanian Mart,5,82,Convenience,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 87.9% vs previous 30d"", ""Revenue gap of \u20b91,138 vs previous 30d"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001577,2726,Ravel General Store,4,22,Modern Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b92,135 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001578,2726,Ravel General Store,4,22,Modern Trade,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 57 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001579,2729,Chandra Mart,7,28,Convenience,B,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 41.9% vs previous 30d"", ""Revenue gap of \u20b92,636 vs previous 30d"", ""Order frequency declined 66.7%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001580,2732,Dey Mart,6,74,Supermarket,B,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 63.5% vs previous 30d"", ""Revenue gap of \u20b95,148 vs previous 30d"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001581,2739,Rattan Supermarket,12,18,General Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,475 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001582,2739,Rattan Supermarket,12,18,General Trade,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 36 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001583,2740,Pradhan General Store,4,60,Pharmacy,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 58.0% vs previous 30d"", ""Revenue gap of \u20b926,733 vs previous 30d"", ""Order frequency declined 37.5%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001584,2741,Chad Supermarket,8,70,Pharmacy,C,REVENUE_RECOVERY,60,MEDIUM,"[""Revenue declined 45.7% vs previous 30d"", ""Revenue gap of \u20b92,813 vs previous 30d""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001585,2744,Bains Retail,12,61,Modern Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 47.4% vs previous 30d"", ""Revenue gap of \u20b96,539 vs previous 30d"", ""Order frequency declined 25.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001586,2751,Das Supermarket,6,5,General Trade,A,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 45.1% vs previous 30d"", ""Revenue gap of \u20b94,365 vs previous 30d"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
