global_rank,type_rank,opportunity_id,outlet_id,opportunity_type,priority_score,priority_band,action_urgency,score,priority,evidence,recommended_action,revenue_30d,revenue_previous_30d,revenue_per_visit_30d,target_achievement_pct,revenue_index_vs_peer,visits_30d,productive_visits_30d,ev_target_category,ev_territory_category_rank,ev_territory_category_orders_90d,ev_current_category_count_90d,ev_revenue_previous_30d,ev_revenue_30d,ev_revenue_growth_30d,ev_revenue_gap_vs_previous_30d,ev_orders_previous_30d,ev_orders_30d,ev_revenue_index_vs_peer,ev_days_since_last_order,ev_stockout_events_90d,ev_stockout_rate_90d,ev_avg_closing_stock_90d
1471,547,OPP-001047,1603,Cross-Sell,37.41,P3,Monitor,64.0,MEDIUM,"{""target_category"": ""Confectionery"", ""territory_category_rank"": 5, ""territory_category_orders_90d"": 1473, ""current_category_count_90d"": 4}","Introduce Confectionery during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",2215.37,1886.25,2215.37,13.593945783021637,1.8206076444532104,1.0,0.0,Confectionery,5.0,1473.0,4.0,,,,,,,,,,,
1472,548,OPP-001116,1705,Cross-Sell,37.41,P3,Monitor,64.0,MEDIUM,"{""target_category"": ""Confectionery"", ""territory_category_rank"": 5, ""territory_category_orders_90d"": 1473, ""current_category_count_90d"": 4}","Introduce Confectionery during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",2241.2,0.0,747.0666666666666,10.935200690110111,1.8418349317488885,3.0,2.0,Confectionery,5.0,1473.0,4.0,,,,,,,,,,,
1473,549,OPP-001246,1874,Cross-Sell,37.41,P3,Monitor,64.0,MEDIUM,"{""target_category"": ""Confectionery"", ""territory_category_rank"": 5, ""territory_category_orders_90d"": 1473, ""current_category_count_90d"": 4}","Introduce Confectionery during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,2006.2,0.0,0.0,0.0,0.0,0.0,Confectionery,5.0,1473.0,4.0,,,,,,,,,,,
1474,550,OPP-001321,1988,Cross-Sell,37.41,P3,Monitor,64.0,MEDIUM,"{""target_category"": ""Confectionery"", ""territory_category_rank"": 5, ""territory_category_orders_90d"": 1473, ""current_category_count_90d"": 4}","Introduce Confectionery during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",5254.030000000001,4844.049999999999,0.0,30.71998606090053,4.3178011718974725,0.0,0.0,Confectionery,5.0,1473.0,4.0,,,,,,,,,,,
1475,551,OPP-001359,2046,Cross-Sell,37.41,P3,Monitor,64.0,MEDIUM,"{""target_category"": ""Confectionery"", ""territory_category_rank"": 5, ""territory_category_orders_90d"": 1473, ""current_category_count_90d"": 4}","Introduce Confectionery during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,2018.93,0.0,0.0,0.0,0.0,0.0,Confectionery,5.0,1473.0,4.0,,,,,,,,,,,
1476,552,OPP-001393,2099,Cross-Sell,37.41,P3,Monitor,64.0,MEDIUM,"{""target_category"": ""Confectionery"", ""territory_category_rank"": 5, ""territory_category_orders_90d"": 1473, ""current_category_count_90d"": 4}","Introduce Confectionery during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",8424.900000000001,16641.8,1684.9800000000002,12.37165812583822,0.4164880813785351,5.0,4.0,Confectionery,5.0,1473.0,4.0,,,,,,,,,,,
1477,553,OPP-001460,2180,Cross-Sell,37.41,P3,Monitor,64.0,MEDIUM,"{""target_category"": ""Confectionery"", ""territory_category_rank"": 5, ""territory_category_orders_90d"": 1473, ""current_category_count_90d"": 4}","Introduce Confectionery during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",4418.88,1536.58,0.0,12.686599557048783,0.963353844309158,0.0,0.0,Confectionery,5.0,1473.0,4.0,,,,,,,,,,,
1478,554,OPP-001489,2221,Cross-Sell,37.41,P3,Monitor,64.0,MEDIUM,"{""target_category"": ""Confectionery"", ""territory_category_rank"": 5, ""territory_category_orders_90d"": 1473, ""current_category_count_90d"": 4}","Introduce Confectionery during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",1535.0,3769.06,0.0,14.11331394105044,0.334643201674306,0.0,0.0,Confectionery,5.0,1473.0,4.0,,,,,,,,,,,
1480,555,OPP-001508,2241,Cross-Sell,37.41,P3,Monitor,64.0,MEDIUM,"{""target_category"": ""Confectionery"", ""territory_category_rank"": 5, ""territory_category_orders_90d"": 1473, ""current_category_count_90d"": 4}","Introduce Confectionery during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",2088.68,1519.91,1044.34,11.31847670821926,1.716492854383932,2.0,1.0,Confectionery,5.0,1473.0,4.0,,,,,,,,,,,
1481,556,OPP-001560,2319,Cross-Sell,37.41,P3,Monitor,64.0,MEDIUM,"{""target_category"": ""Confectionery"", ""territory_category_rank"": 5, ""territory_category_orders_90d"": 1473, ""current_category_count_90d"": 4}","Introduce Confectionery during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",3385.38,2170.35,677.076,8.095693024735127,0.7380419557551545,5.0,4.0,Confectionery,5.0,1473.0,4.0,,,,,,,,,,,
1482,557,OPP-001567,2330,Cross-Sell,37.41,P3,Monitor,64.0,MEDIUM,"{""target_category"": ""Confectionery"", ""territory_category_rank"": 5, ""territory_category_orders_90d"": 1473, ""current_category_count_90d"": 4}","Introduce Confectionery during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",1638.5,3140.76,273.0833333333333,8.784349971505144,1.3465315615163993,6.0,2.0,Confectionery,5.0,1473.0,4.0,,,,,,,,,,,
1483,558,OPP-001571,2335,Cross-Sell,37.41,P3,Monitor,64.0,MEDIUM,"{""target_category"": ""Confectionery"", ""territory_category_rank"": 5, ""territory_category_orders_90d"": 1473, ""current_category_count_90d"": 4}","Introduce Confectionery during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,1978.04,0.0,0.0,0.0,1.0,1.0,Confectionery,5.0,1473.0,4.0,,,,,,,,,,,
1484,559,OPP-001609,2388,Cross-Sell,37.41,P3,Monitor,64.0,MEDIUM,"{""target_category"": ""Confectionery"", ""territory_category_rank"": 5, ""territory_category_orders_90d"": 1473, ""current_category_count_90d"": 4}","Introduce Confectionery during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,1473.3200000000002,0.0,0.0,0.0,2.0,1.0,Confectionery,5.0,1473.0,4.0,,,,,,,,,,,
1485,560,OPP-001699,2518,Cross-Sell,37.41,P3,Monitor,64.0,MEDIUM,"{""target_category"": ""Confectionery"", ""territory_category_rank"": 5, ""territory_category_orders_90d"": 1473, ""current_category_count_90d"": 4}","Introduce Confectionery during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,3256.76,0.0,0.0,0.0,0.0,0.0,Confectionery,5.0,1473.0,4.0,,,,,,,,,,,
1486,561,OPP-001777,2602,Cross-Sell,37.41,P3,Monitor,64.0,MEDIUM,"{""target_category"": ""Confectionery"", ""territory_category_rank"": 5, ""territory_category_orders_90d"": 1473, ""current_category_count_90d"": 4}","Introduce Confectionery during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",10433.79,2005.97,0.0,26.85909810409668,2.274655955177432,0.0,0.0,Confectionery,5.0,1473.0,4.0,,,,,,,,,,,
1487,562,OPP-001837,2694,Cross-Sell,37.41,P3,Monitor,64.0,MEDIUM,"{""target_category"": ""Confectionery"", ""territory_category_rank"": 5, ""territory_category_orders_90d"": 1473, ""current_category_count_90d"": 4}","Introduce Confectionery during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",1941.81,0.0,1941.81,10.750368299808502,1.5957939893000666,1.0,1.0,Confectionery,5.0,1473.0,4.0,,,,,,,,,,,
1488,563,OPP-001872,2752,Cross-Sell,37.41,P3,Monitor,64.0,MEDIUM,"{""target_category"": ""Confectionery"", ""territory_category_rank"": 5, ""territory_category_orders_90d"": 1473, ""current_category_count_90d"": 4}","Introduce Confectionery during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,2913.65,0.0,0.0,0.0,0.0,0.0,Confectionery,5.0,1473.0,4.0,,,,,,,,,,,
1489,564,OPP-002003,2932,Cross-Sell,37.41,P3,Monitor,64.0,MEDIUM,"{""target_category"": ""Confectionery"", ""territory_category_rank"": 5, ""territory_category_orders_90d"": 1473, ""current_category_count_90d"": 4}","Introduce Confectionery during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,5394.73,0.0,0.0,0.0,0.0,0.0,Confectionery,5.0,1473.0,4.0,,,,,,,,,,,
1490,565,OPP-002008,2937,Cross-Sell,37.41,P3,Monitor,64.0,MEDIUM,"{""target_category"": ""Confectionery"", ""territory_category_rank"": 5, ""territory_category_orders_90d"": 1473, ""current_category_count_90d"": 4}","Introduce Confectionery during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,4377.54,0.0,0.0,0.0,4.0,3.0,Confectionery,5.0,1473.0,4.0,,,,,,,,,,,
1491,566,OPP-002058,2999,Cross-Sell,37.41,P3,Monitor,64.0,MEDIUM,"{""target_category"": ""Confectionery"", ""territory_category_rank"": 5, ""territory_category_orders_90d"": 1473, ""current_category_count_90d"": 4}","Introduce Confectionery during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",2326.77,0.0,1163.385,11.43556305441792,1.9121569981016249,2.0,1.0,Confectionery,5.0,1473.0,4.0,,,,,,,,,,,
1492,505,OPP-000216,359,Revenue Recovery,37.4,P3,Monitor,60.0,MEDIUM,"{""revenue_previous_30d"": 17128.49, ""revenue_30d"": 11254.62, ""revenue_growth_30d"": -0.3429, ""revenue_gap_vs_previous_30d"": 5873.87, ""orders_previous_30d"": 3, ""orders_30d"": 5, ""revenue_index_vs_peer"": 0.564}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",11254.62,17128.49,3751.54,17.82392816849035,0.5635059615736542,3.0,2.0,,,,,17128.49,11254.62,-0.3429,5873.87,3.0,5.0,0.564,,,,
1494,312,OPP-001261,1897,Inactive Outlet,37.39,P3,Monitor,70.0,MEDIUM,"{""revenue_previous_30d"": 3211.13, ""revenue_30d"": 0.0, ""orders_previous_30d"": 2, ""orders_30d"": 0, ""days_since_last_order"": 41}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,3211.13,0.0,0.0,0.0,2.0,1.0,,,,,3211.13,0.0,,,2.0,0.0,,41.0,,,
1493,506,OPP-000092,151,Revenue Recovery,37.39,P3,Monitor,60.0,MEDIUM,"{""revenue_previous_30d"": 9079.99, ""revenue_30d"": 4248.28, ""revenue_growth_30d"": -0.5321, ""revenue_gap_vs_previous_30d"": 4831.71, ""orders_previous_30d"": 4, ""orders_30d"": 2, ""revenue_index_vs_peer"": 0.926}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",4248.28,9079.99,4248.28,10.064638772460338,0.9261615770742154,1.0,1.0,,,,,9079.99,4248.28,-0.5321,4831.71,4.0,2.0,0.926,,,,
1495,313,OPP-000236,385,Inactive Outlet,37.36,P3,Monitor,70.0,MEDIUM,"{""revenue_previous_30d"": 4344.07, ""revenue_30d"": 0.0, ""orders_previous_30d"": 2, ""orders_30d"": 0, ""days_since_last_order"": 31}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,4344.07,0.0,0.0,0.0,2.0,2.0,,,,,4344.07,0.0,,,2.0,0.0,,31.0,,,
1496,314,OPP-001406,2113,Inactive Outlet,37.34,P3,Monitor,70.0,MEDIUM,"{""revenue_previous_30d"": 3917.6, ""revenue_30d"": 0.0, ""orders_previous_30d"": 2, ""orders_30d"": 0, ""days_since_last_order"": 34}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,3917.6,0.0,0.0,0.0,2.0,1.0,,,,,3917.6,0.0,,,2.0,0.0,,34.0,,,
1497,315,OPP-001385,2090,Inactive Outlet,37.3,P3,Monitor,70.0,MEDIUM,"{""revenue_previous_30d"": 3261.65, ""revenue_30d"": 0.0, ""orders_previous_30d"": 1, ""orders_30d"": 0, ""days_since_last_order"": 46}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,3261.65,0.0,0.0,0.0,1.0,0.0,,,,,3261.65,0.0,,,1.0,0.0,,46.0,,,
1498,507,OPP-000090,150,Revenue Recovery,37.27,P3,Monitor,60.0,MEDIUM,"{""revenue_previous_30d"": 6557.43, ""revenue_30d"": 2112.5, ""revenue_growth_30d"": -0.6778, ""revenue_gap_vs_previous_30d"": 4444.93, ""orders_previous_30d"": 3, ""orders_30d"": 2, ""revenue_index_vs_peer"": 1.736}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",2112.5,6557.43,2112.5,23.28658081642069,1.7360683086380186,1.0,0.0,,,,,6557.43,2112.5,-0.6778,4444.93,3.0,2.0,1.736,,,,
1499,316,OPP-001587,2356,Inactive Outlet,37.2,P3,Monitor,70.0,MEDIUM,"{""revenue_previous_30d"": 2297.44, ""revenue_30d"": 0.0, ""orders_previous_30d"": 1, ""orders_30d"": 0, ""days_since_last_order"": 56}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,2297.44,0.0,0.0,0.0,3.0,0.0,,,,,2297.44,0.0,,,1.0,0.0,,56.0,,,
1500,567,OPP-000022,37,Cross-Sell,37.17,P3,Monitor,87.0,HIGH,"{""target_category"": ""Beverages"", ""territory_category_rank"": 2, ""territory_category_orders_90d"": 500, ""current_category_count_90d"": 3}","Introduce Beverages during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",615.5,668.8399999999999,307.75,3.67883721249932,0.5775384009082976,2.0,2.0,Beverages,2.0,500.0,3.0,,,,,,,,,,,
1501,568,OPP-001109,1698,Cross-Sell,37.17,P3,Monitor,87.0,HIGH,"{""target_category"": ""Beverages"", ""territory_category_rank"": 2, ""territory_category_orders_90d"": 500, ""current_category_count_90d"": 3}","Introduce Beverages during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",9208.86,0.0,2302.215,21.51714914118189,1.573362628951406,4.0,4.0,Beverages,2.0,500.0,3.0,,,,,,,,,,,
1502,569,OPP-001298,1948,Cross-Sell,37.17,P3,Monitor,87.0,HIGH,"{""target_category"": ""Beverages"", ""territory_category_rank"": 2, ""territory_category_orders_90d"": 500, ""current_category_count_90d"": 3}","Introduce Beverages during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,0.0,0.0,0.0,0.0,2.0,2.0,Beverages,2.0,500.0,3.0,,,,,,,,,,,
1503,508,OPP-002026,2952,Revenue Recovery,37.09,P3,Monitor,60.0,MEDIUM,"{""revenue_previous_30d"": 6270.92, ""revenue_30d"": 2139.91, ""revenue_growth_30d"": -0.6588, ""revenue_gap_vs_previous_30d"": 4131.01, ""orders_previous_30d"": 2, ""orders_30d"": 1, ""revenue_index_vs_peer"": 1.499}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",2139.91,6270.92,2139.91,11.905910420390898,1.4991663163794309,1.0,0.0,,,,,6270.92,2139.91,-0.6588,4131.01,2.0,1.0,1.499,,,,
1504,509,OPP-002043,2976,Revenue Recovery,37.06,P3,Monitor,60.0,MEDIUM,"{""revenue_previous_30d"": 9039.43, ""revenue_30d"": 3805.05, ""revenue_growth_30d"": -0.5791, ""revenue_gap_vs_previous_30d"": 5234.38, ""orders_previous_30d"": 3, ""orders_30d"": 2, ""revenue_index_vs_peer"": 2.049}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",3805.05,9039.43,3805.05,21.68845078097346,2.049472153398686,1.0,0.0,,,,,9039.43,3805.05,-0.5791,5234.38,3.0,2.0,2.049,,,,
1505,510,OPP-000064,115,Revenue Recovery,37.02,P3,Monitor,60.63,MEDIUM,"{""revenue_previous_30d"": 3675.82, ""revenue_30d"": 1015.85, ""revenue_growth_30d"": -0.7236, ""revenue_gap_vs_previous_30d"": 2659.97, ""orders_previous_30d"": 2, ""orders_30d"": 1, ""revenue_index_vs_peer"": 0.835}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",1015.85,3675.82,507.925,5.960071015110073,0.8348331319905,2.0,2.0,,,,,3675.82,1015.85,-0.7236,2659.97,2.0,1.0,0.835,,,,
1506,317,OPP-000384,610,Inactive Outlet,36.97,P3,Monitor,70.0,MEDIUM,"{""revenue_previous_30d"": 2552.3, ""revenue_30d"": 0.0, ""orders_previous_30d"": 1, ""orders_30d"": 0, ""days_since_last_order"": 53}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,2552.3,0.0,0.0,0.0,0.0,0.0,,,,,2552.3,0.0,,,1.0,0.0,,53.0,,,
1507,318,OPP-001306,1963,Inactive Outlet,36.9,P3,Monitor,70.0,MEDIUM,"{""revenue_previous_30d"": 5034.31, ""revenue_30d"": 0.0, ""orders_previous_30d"": 1, ""orders_30d"": 0, ""days_since_last_order"": 33}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,5034.31,0.0,0.0,0.0,1.0,1.0,,,,,5034.31,0.0,,,1.0,0.0,,33.0,,,
1508,511,OPP-000203,335,Revenue Recovery,36.89,P3,Monitor,60.0,MEDIUM,"{""revenue_previous_30d"": 27920.85, ""revenue_30d"": 18772.58, ""revenue_growth_30d"": -0.3277, ""revenue_gap_vs_previous_30d"": 9148.27, ""orders_previous_30d"": 3, ""orders_30d"": 3, ""revenue_index_vs_peer"": 0.923}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",18772.58,27920.85,4693.145,33.319157923882315,0.9226385211306544,4.0,4.0,,,,,27920.85,18772.58,-0.3277,9148.27,3.0,3.0,0.923,,,,
1509,319,OPP-001233,1857,Inactive Outlet,36.84,P3,Monitor,70.0,MEDIUM,"{""revenue_previous_30d"": 3832.63, ""revenue_30d"": 0.0, ""orders_previous_30d"": 2, ""orders_30d"": 0, ""days_since_last_order"": 34}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,3832.63,0.0,0.0,0.0,4.0,2.0,,,,,3832.63,0.0,,,2.0,0.0,,34.0,,,
1510,320,OPP-001518,2260,Inactive Outlet,36.81,P3,Monitor,70.0,MEDIUM,"{""revenue_previous_30d"": 2672.27, ""revenue_30d"": 0.0, ""orders_previous_30d"": 1, ""orders_30d"": 0, ""days_since_last_order"": 51}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,2672.27,0.0,0.0,0.0,3.0,1.0,,,,,2672.27,0.0,,,1.0,0.0,,51.0,,,
1511,512,OPP-001869,2744,Revenue Recovery,36.81,P3,Monitor,60.0,MEDIUM,"{""revenue_previous_30d"": 13795.97, ""revenue_30d"": 7256.57, ""revenue_growth_30d"": -0.474, ""revenue_gap_vs_previous_30d"": 6539.4, ""orders_previous_30d"": 4, ""orders_30d"": 3, ""revenue_index_vs_peer"": 1.283}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",7256.57,13795.97,7256.57,18.057143283723224,1.2829204301759631,1.0,0.0,,,,,13795.97,7256.57,-0.474,6539.4,4.0,3.0,1.283,,,,
1512,321,OPP-001425,2134,Inactive Outlet,36.79,P3,Monitor,70.0,MEDIUM,"{""revenue_previous_30d"": 4164.38, ""revenue_30d"": 0.0, ""orders_previous_30d"": 1, ""orders_30d"": 0, ""days_since_last_order"": 38}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,4164.38,0.0,0.0,0.0,6.0,1.0,,,,,4164.38,0.0,,,1.0,0.0,,38.0,,,
1513,513,OPP-001661,2458,Revenue Recovery,36.64,P3,Monitor,60.0,MEDIUM,"{""revenue_previous_30d"": 10624.0, ""revenue_30d"": 4892.88, ""revenue_growth_30d"": -0.5395, ""revenue_gap_vs_previous_30d"": 5731.12, ""orders_previous_30d"": 3, ""orders_30d"": 3, ""revenue_index_vs_peer"": 0.868}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",4892.88,10624.0,4892.88,26.209542028848627,0.8680875524937062,1.0,0.0,,,,,10624.0,4892.88,-0.5395,5731.12,3.0,3.0,0.868,,,,
1514,514,OPP-001297,1947,Revenue Recovery,36.62,P3,Monitor,60.0,MEDIUM,"{""revenue_previous_30d"": 5811.34, ""revenue_30d"": 2423.86, ""revenue_growth_30d"": -0.5829, ""revenue_gap_vs_previous_30d"": 3387.48, ""orders_previous_30d"": 1, ""orders_30d"": 2, ""revenue_index_vs_peer"": 0.528}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",2423.862,5811.34,0.0,6.869628899884196,0.5284227622779718,0.0,0.0,,,,,5811.34,2423.86,-0.5829,3387.48,1.0,2.0,0.528,,,,
1515,570,OPP-000240,391,Cross-Sell,36.57,P3,Monitor,85.0,HIGH,"{""target_category"": ""Beverages"", ""territory_category_rank"": 2, ""territory_category_orders_90d"": 611, ""current_category_count_90d"": 4}","Introduce Beverages during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",1475.75,1805.04,368.9375,18.423217547707733,1.0338727756760544,4.0,3.0,Beverages,2.0,611.0,4.0,,,,,,,,,,,
1516,571,OPP-000720,1114,Cross-Sell,36.57,P3,Monitor,85.0,HIGH,"{""target_category"": ""Beverages"", ""territory_category_rank"": 2, ""territory_category_orders_90d"": 611, ""current_category_count_90d"": 4}","Introduce Beverages during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",0.0,4161.78,0.0,0.0,0.0,0.0,0.0,Beverages,2.0,611.0,4.0,,,,,,,,,,,
1517,572,OPP-000987,1524,Cross-Sell,36.57,P3,Monitor,85.0,HIGH,"{""target_category"": ""Beverages"", ""territory_category_rank"": 2, ""territory_category_orders_90d"": 611, ""current_category_count_90d"": 4}","Introduce Beverages during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",1356.75,3145.59,452.25,7.732765209481421,1.0,3.0,2.0,Beverages,2.0,611.0,4.0,,,,,,,,,,,
1518,573,OPP-001064,1631,Cross-Sell,36.57,P3,Monitor,85.0,HIGH,"{""target_category"": ""Beverages"", ""territory_category_rank"": 2, ""territory_category_orders_90d"": 611, ""current_category_count_90d"": 4}","Introduce Beverages during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",3823.25,327.95,1911.625,20.498856900205027,2.678471346504133,2.0,1.0,Beverages,2.0,611.0,4.0,,,,,,,,,,,
1520,574,OPP-001938,2837,Cross-Sell,36.57,P3,Monitor,85.0,HIGH,"{""target_category"": ""Beverages"", ""territory_category_rank"": 2, ""territory_category_orders_90d"": 611, ""current_category_count_90d"": 4}","Introduce Beverages during the next outlet visit and assess fit, expected demand, and an initial reorder quantity.",2843.01,3039.79,947.67,13.529612758432302,2.095456053067993,3.0,3.0,Beverages,2.0,611.0,4.0,,,,,,,,,,,
1519,322,OPP-001215,1836,Inactive Outlet,36.57,P3,Monitor,70.0,MEDIUM,"{""revenue_previous_30d"": 3444.8, ""revenue_30d"": 0.0, ""orders_previous_30d"": 2, ""orders_30d"": 0, ""days_since_last_order"": 37}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,3444.8,0.0,0.0,0.0,1.0,0.0,,,,,3444.8,0.0,,,2.0,0.0,,37.0,,,
1521,323,OPP-001859,2726,Inactive Outlet,36.53,P3,Monitor,70.0,MEDIUM,"{""revenue_previous_30d"": 2134.51, ""revenue_30d"": 0.0, ""orders_previous_30d"": 1, ""orders_30d"": 0, ""days_since_last_order"": 57}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,2134.51,0.0,0.0,0.0,2.0,0.0,,,,,2134.51,0.0,,,1.0,0.0,,57.0,,,
1522,515,OPP-000280,450,Revenue Recovery,36.46,P3,Monitor,60.0,MEDIUM,"{""revenue_previous_30d"": 4987.06, ""revenue_30d"": 1427.4, ""revenue_growth_30d"": -0.7138, ""revenue_gap_vs_previous_30d"": 3559.66, ""orders_previous_30d"": 2, ""orders_30d"": 1, ""revenue_index_vs_peer"": 1.0}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",1427.4,4987.06,0.0,8.404766587254949,1.0,0.0,0.0,,,,,4987.06,1427.4,-0.7138,3559.66,2.0,1.0,1.0,,,,
1523,516,OPP-001123,1714,Revenue Recovery,36.45,P3,Monitor,60.0,MEDIUM,"{""revenue_previous_30d"": 5565.2, ""revenue_30d"": 2558.45, ""revenue_growth_30d"": -0.5403, ""revenue_gap_vs_previous_30d"": 3006.75, ""orders_previous_30d"": 2, ""orders_30d"": 2, ""revenue_index_vs_peer"": 0.417}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",2558.45,5565.2,0.0,6.622347708910227,0.4174015045346497,0.0,0.0,,,,,5565.2,2558.45,-0.5403,3006.75,2.0,2.0,0.417,,,,
1524,324,OPP-000398,627,Inactive Outlet,36.35,P3,Monitor,70.0,MEDIUM,"{""revenue_previous_30d"": 1997.73, ""revenue_30d"": 0.0, ""orders_previous_30d"": 1, ""orders_30d"": 0, ""days_since_last_order"": 58}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,1997.73,0.0,0.0,0.0,1.0,0.0,,,,,1997.73,0.0,,,1.0,0.0,,58.0,,,
1525,517,OPP-001490,2221,Revenue Recovery,36.34,P3,Monitor,60.0,MEDIUM,"{""revenue_previous_30d"": 3769.06, ""revenue_30d"": 1535.0, ""revenue_growth_30d"": -0.5927, ""revenue_gap_vs_previous_30d"": 2234.06, ""orders_previous_30d"": 1, ""orders_30d"": 1, ""revenue_index_vs_peer"": 0.335}","Review the outlet's recent order decline, identify the lost SKU/category demand, and schedule a recovery visit with a targeted reorder proposal.",1535.0,3769.06,0.0,14.11331394105044,0.334643201674306,0.0,0.0,,,,,3769.06,1535.0,-0.5927,2234.06,1.0,1.0,0.335,,,,
1526,325,OPP-001866,2739,Inactive Outlet,36.24,P3,Monitor,70.0,MEDIUM,"{""revenue_previous_30d"": 3474.77, ""revenue_30d"": 0.0, ""orders_previous_30d"": 2, ""orders_30d"": 0, ""days_since_last_order"": 36}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,3474.7700000000004,0.0,0.0,0.0,4.0,2.0,,,,,3474.77,0.0,,,2.0,0.0,,36.0,,,
1527,326,OPP-001881,2760,Inactive Outlet,36.23,P3,Monitor,70.0,MEDIUM,"{""revenue_previous_30d"": 3585.0, ""revenue_30d"": 0.0, ""orders_previous_30d"": 3, ""orders_30d"": 0, ""days_since_last_order"": 30}","Prioritize a win-back visit, diagnose the reason for inactivity, and attempt a targeted reorder based on the outlet's prior mix.",0.0,3585.0,0.0,17.23471405238791,0.0,0.0,0.0,,,,,3585.0,0.0,,,3.0,0.0,,30.0,,,
